position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
1721,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ErQx83DWm_s,2016-08-15T15:21:07Z,"2016-08-15 15:21:07","Children's Discovery & Innovation Institute | Mattel Children's Hospital UCLA","The UCLA Children's Discovery and Innovation Institute (CDI) was founded to enchance the culture for innovation and groundbreaking collaborative research spanning from molecule to community.​ Learn more at www.uclahealth.org/cdi","cdi,children's discovery institute,mattel,mattel children's hospital ucla",28,"Science & Technology","Health,Knowledge",PT3M31S,211,2d,hd,false,,,https://i.ytimg.com/vi/ErQx83DWm_s/maxresdefault.jpg,,,,,578,3,,0,0
1722,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Mogig6WztT8,2016-08-11T22:55:01Z,"2016-08-11 22:55:01","Neuroscience of Behavior Change | Robert Bilder, PhD | UCLAMDChat","UCLA neuropsychologist Robert Bilder, PhD, as he discusses the current state of the art in both understanding the brain-based mechanisms of behavior change and novel strategies to advance brain and behavior wellness. Watch more webinars at www.uclahealth.org/uclamdchat","UCLA Health Webinar,UCLA Health,UCLA,Webinar,Rober Bilder PhD,Brian-Based Mechanisms of Behavior Change,Brain-Baised Mechanisms,Behavior,Change",28,"Science & Technology","Health,Knowledge",PT26M45S,1605,2d,hd,false,,en,https://i.ytimg.com/vi/Mogig6WztT8/maxresdefault.jpg,,,,,35834,550,,0,12
1723,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",6ZiU3vYK00k,2016-08-06T00:09:14Z,"2016-08-06 00:09:14","Mauro Contreras | UCLA Health Employee Spotlight","Mauro Contreras shares the most gratifying part of his job as a cook for Ronald Reagan UCLA Medical Center.","employees,ucla health employees,working at ucla health,ucla health careers",28,"Science & Technology","Business,Health",PT1M6S,66,2d,hd,false,,,https://i.ytimg.com/vi/6ZiU3vYK00k/maxresdefault.jpg,,,,,534,6,,0,0
1724,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",QsfKbaA0iTU,2016-08-04T22:17:26Z,"2016-08-04 22:17:26","Treatment of Painful Spinal Metastases with Radiofrequency Energy | UCLAMDChat","UCLA interventional radiologist J. Pablo Villablanca, MD, introduces a minimally invasive, image-guided outpatient procedure for the treatment of chemotherapy and radiotherapy resistant metastases to the spine. Learn more: http://radiology.ucla.edu/ir","Interventional Radiology,Radiology,J. Pablo Villablanca MD,UCLA Health,UCLA,Ronald Reagan UCLA Medical Center,Minimally Invasive,Image-Guided,Spine Metastases,Spinal Cancer Therapy,uclamdchat",28,"Science & Technology","Health,Knowledge",PT28M54S,1734,2d,hd,false,,en,https://i.ytimg.com/vi/QsfKbaA0iTU/maxresdefault.jpg,,,,,67972,594,,0,54
1725,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",lHpJrVgLkiQ,2016-08-04T17:09:18Z,"2016-08-04 17:09:18","A Simple Treatment for Common Breathing Problem of Premature Infants | UCLA Health Newsroom","By “tricking” the brain into thinking that newborns are running, researchers may have found a non-invasive solution to support proper breathing. As humans evolved over many thousands of years, our bodies developed a built-in system to help us when we take off running and suddenly need more oxygen. It’s this concept of the brain’s innate reflex to support breathing while running that inspired UCLA researchers to develop an idea to help very premature infants with potentially harmful breathing problems because their systems are not yet fully formed. Learn more at https://uclahealth.org","breathing problems,infants,infant,infant breathing issues,oxygen",28,"Science & Technology","Health,Knowledge",PT1M39S,99,2d,hd,false,,,https://i.ytimg.com/vi/lHpJrVgLkiQ/maxresdefault.jpg,,,,,47135,83,,0,9
1726,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",6obZRepfzGY,2016-08-03T18:53:58Z,"2016-08-03 18:53:58","Man who received nation's first 'breathing lung' transplant at UCLA thankful for gift of life","Fernando Padilla could barely breathe or walk more than a few steps. An incurable disease, pulmonary fibrosis, was causing his lungs to turn to hardened scar tissue, and he was permanently tethered to an oxygen tank. His only hope was a double lung transplant. In November 2012, he got an early-morning call that a pair of donor lungs was available. Upon arriving at Ronald Reagan UCLA Medical Center, he was told of a new study testing an experimental device — a portable organ-preservation system that keeps donor lungs functioning and ""breathing"" in a near-physiologic state outside the body during transport to a recipient, instead of the standard method, in which the organs are kept in an icebox in a non-functioning, non-breathing state. Padilla consented to participate in the study and was randomized to become the first patient at UCLA — and in the United States — to undergo the 'breathing lung' transplant using the TransMedics Organ Care System (OCS). ""If they've got new technology to deliver the lungs still breathing, I think that would be better than trying to wake them back up again after being on ice,"" said the former construction worker, who had helped build the very same hospital where he was now a patient. ""I'm just following technology."" Learn more at http://transplants.ucla.edu/lung","UCLA Lung Transplant,UCLA Breathing Lung,Fernando Padilla,Breathing Lung,Lung Transplant,Dr. Abbas Ardehali,Dr. David Ross,Donate Life",28,"Science & Technology","Health,Society",PT3M58S,238,2d,sd,false,,,,,,,,12502,79,,0,11
1727,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",OuFFCIReVu8,2016-08-01T19:18:09Z,"2016-08-01 19:18:09","Alaina Brescia | UCLA Health Employee Spotlight","Alaina Brescia, pediatric physical therapist, Ronald Reagan UCLA Medical Center, helps children and young adults regain their mobility.",,28,"Science & Technology","Health,Knowledge",PT1M14S,74,2d,hd,false,,,https://i.ytimg.com/vi/OuFFCIReVu8/maxresdefault.jpg,,,,,1296,2,,0,0
1728,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",QErFInwRz1M,2016-08-01T19:15:47Z,"2016-08-01 19:15:47","Fidel Orocco | UCLA Health Employee Spotlight","Fidel Orocco shares his experience as a food service worker at Ronald Reagan UCLA Medical Center.","Ronald Reagan UCLA Medical Center",28,"Science & Technology","Business,Health",PT1M20S,80,2d,hd,false,,,https://i.ytimg.com/vi/QErFInwRz1M/maxresdefault.jpg,,,,,1235,10,,0,1
1729,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",IMTJ2wvb6CQ,2016-08-01T19:14:00Z,"2016-08-01 19:14:00","Mauro Contreres | UCLA Health Employee Spotlight - OLD","Mauro Contreres shares the most gratifying part of his job as a cook for Ronald Reagan UCLA Medical Center.",,28,"Science & Technology",Health,PT1M6S,66,2d,hd,false,,,https://i.ytimg.com/vi/IMTJ2wvb6CQ/maxresdefault.jpg,,,,,657,6,,0,0
1730,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",5qoGrtDGeRo,2016-08-01T18:20:13Z,"2016-08-01 18:20:13","Cleft Care 101: What to expect when your child has a cleft lip or palate | UCLAMDChat","UCLA plastic surgeon Justine Lee, MD, discusses cleft care and what to expect when your child has a cleft lip or palate, from diagnosis to treatment until adulthood. Learn more: https://www.uclahealth.org/plasticsurgery/","UCLA Health,UCLA,Healthcare,Justine Lee,cleft care,plastic surgery,cleft care los angeles,plastic surgeon for kids,plastic surgeon for kids los angeles,Dr Justine Lee",27,Education,"Health,Knowledge",PT31M7S,1867,2d,hd,false,,en-US,,,,,,31061,224,,0,9
1731,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",4ZfzGCXQb5E,2016-07-26T22:31:09Z,"2016-07-26 22:31:09","5 tips to ensure healthy sperm - Jesse Mills, MD | UCLA Health Newsroom","Want to make sure you have good swimmers? Dr. Jesse Mills, director of the Men’s Clinic at UCLA, offers five tips for men who want to ensure their sperm is at optimal health. These are things men can do before they even have to go see a doctor. So be cool, keep moving, eat your veggies and have a cup of joe, but not too many. Learn more about the UCLA Men's Clinic at http://urology.ucla.edu/mens-clinic.","healthy sperm,ucla urology,men's clinic,jesse mills md,fertility,reproduction",28,"Science & Technology","Health,Knowledge",PT3M43S,223,2d,sd,false,,en,,,,,,1504893,14016,,0,751
1732,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",-LBl0N1aQec,2016-07-26T21:39:48Z,"2016-07-26 21:39:48","Eosinophilic Esophagitis – What’s New? What’s Right? - Kevin Ghassemi, MD | UCLA Digestive Diseases","Eosinophilic Esophagitis – What’s New? What’s Right? Kevin Ghassemi, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Kevin Ghassemi MD,Eosinophilic Esophagitis",28,"Science & Technology","Health,Knowledge",PT23M7S,1387,2d,hd,false,,en-US,https://i.ytimg.com/vi/-LBl0N1aQec/maxresdefault.jpg,,,,,13894,120,,0,26
1733,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ZJcTzhEKxIg,2016-07-26T21:39:48Z,"2016-07-26 21:39:48","Options for Endoscopic Management of GI Bleeding - Dennis M. Jensen, MD | UCLA Digestive Diseases","New Options for Endoscopic Management of GI Bleeding Including Doppler, Spray, Bear Claws and Clips Dennis M. Jensen, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2015 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Dennis M. Jensen MD,Endoscopic Management,GI Bleeding,Dopple,Bear Claws,Clips",28,"Science & Technology","Health,Knowledge",PT33M1S,1981,2d,hd,false,,,https://i.ytimg.com/vi/ZJcTzhEKxIg/maxresdefault.jpg,,,,,945,5,,0,0
1734,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",eQok9v-mqXk,2016-07-26T21:39:48Z,"2016-07-26 21:39:48","Safety of PPIs: Fact and Fiction - Thomas Kovacs, MD | UCLA Digestive Diseases","Safety of PPIs – Fact and Fiction Thomas Kovacs, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Thomas Kovacs MD,PPIs",28,"Science & Technology","Health,Knowledge",PT26M12S,1572,2d,hd,false,,en-US,https://i.ytimg.com/vi/eQok9v-mqXk/maxresdefault.jpg,,,,,38524,320,,0,93
1735,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",fzaFeEQrh80,2016-07-26T21:39:48Z,"2016-07-26 21:39:48","Endoscopic Therapy of Foregut Disorders - Alireza Sedarat, MD | UCLA Digestive Diseases","Endoscopic Therapy of Foregut Disorders Including POEM, Zenker’s, Strictures and GERD Alireza Sedarat, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","Alireza Sedarat MD,Endoscopic Therapy,Foregut Disorders,POEM,Strictures,GERD,UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease",28,"Science & Technology","Health,Knowledge",PT31M51S,1911,2d,hd,false,,en-US,https://i.ytimg.com/vi/fzaFeEQrh80/maxresdefault.jpg,,,,,1255,9,,0,0
1736,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",qgry73AiE1s,2016-07-26T21:39:48Z,"2016-07-26 21:39:48","Dysphagia and Surgery: Causes and Cures - Jeffrey L. Conklin, MD | UCLA Digestive Diseases","Dysphagia and Surgery – Causes and Cures Jeffrey L. Conklin, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Dysphagia,Jeffrey L. Conklin MD",28,"Science & Technology","Health,Knowledge",PT21M7S,1267,2d,hd,false,,en-US,https://i.ytimg.com/vi/qgry73AiE1s/maxresdefault.jpg,,,,,3398,32,,0,1
1737,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",3cP2kvPq7iQ,2016-07-26T21:39:47Z,"2016-07-26 21:39:47","Treating Hepatitis B - Steven-Huy Han, MD | UCLA Digestive Diseases","Treating Hepatitis B Steven-Huy Han, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Steven-Huy Han MD,Hepatitis B",28,"Science & Technology","Health,Knowledge",PT21M41S,1301,2d,hd,false,,,https://i.ytimg.com/vi/3cP2kvPq7iQ/maxresdefault.jpg,,,,,120559,1136,,0,742
1738,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",5183idOtsfA,2016-07-26T21:39:47Z,"2016-07-26 21:39:47","Management of Acute Pancreatitis - Stephen Kim, MD | UCLA Digestive Diseases","Common Mistakes in the Management of Acute Pancreatitis and Inflammatory Fluid Collections Stephen Kim, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","Stephen Kim MD,UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Acute Pancreatitis,Inflammatory Fluid Collections",28,"Science & Technology","Health,Knowledge",PT22M58S,1378,2d,hd,false,,,https://i.ytimg.com/vi/5183idOtsfA/maxresdefault.jpg,,,,,21453,177,,0,11
1739,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",uTKw4CvRFqI,2016-07-26T21:39:47Z,"2016-07-26 21:39:47","Hepatitis C – Vanishing Disease? - Sammy Saab, MD, MPH | UCLA Digestive Diseases","Hepatitis C – Vanishing Disease? Sammy Saab, MD, MPH UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Sammy Saab MD MPH,Hepatitis C,Hepatitis",28,"Science & Technology","Health,Knowledge",PT25M3S,1503,2d,hd,false,,,https://i.ytimg.com/vi/uTKw4CvRFqI/maxresdefault.jpg,,,,,1120,9,,0,4
1740,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ZPltP0s-uA4,2016-07-26T21:39:46Z,"2016-07-26 21:39:46","Pancreatic Cancer in 2016 - Timothy R. Donahue, MD | UCLA Digestive Diseases","Pancreatic Cancer in 2016: A Surgeon’s Perspective Timothy R. Donahue, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","Timothy R. Donahue MD,UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Pancreatic Cancer",28,"Science & Technology","Health,Knowledge",PT21M40S,1300,2d,hd,false,,,https://i.ytimg.com/vi/ZPltP0s-uA4/maxresdefault.jpg,,,,,61608,238,,0,83
1741,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",bAdPMTSera0,2016-07-26T21:39:46Z,"2016-07-26 21:39:46","Management of Chronic Diarrhea - Lynn Shapiro Connolly, MD, MSCR | UCLA Digestive Diseases","Evaluation and Management of Chronic Diarrhea Lynn Shapiro Connolly, MD, MSCR UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","Lynn Shapiro Connolly MD MSCR,UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Chronic Diarrhea,Diarrhea",28,"Science & Technology","Health,Knowledge",PT18M37S,1117,2d,hd,false,,,https://i.ytimg.com/vi/bAdPMTSera0/maxresdefault.jpg,,,,,65288,465,,0,92
1742,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ne19EzOLtVI,2016-07-26T21:39:46Z,"2016-07-26 21:39:46","IBS – New Therapies: Is There Hope Down the Road? - Lin Chang, MD | UCLA Digestive Diseases","IBS – New Therapies: Is There Hope Down the Road? Lin Chang, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Lin Chang MD,IBS",28,"Science & Technology","Health,Knowledge",PT24M16S,1456,2d,hd,false,,,https://i.ytimg.com/vi/ne19EzOLtVI/maxresdefault.jpg,,,,,7481,97,,0,13
1743,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",yMuTBq8SmbY,2016-07-26T21:38:25Z,"2016-07-26 21:38:25","Cyclic Vomiting Syndrome - Kirsten Tillisch, MD | UCLA Digestive Diseases","Cyclic Vomiting Syndrome – The Right Diagnosis and the Right Approach to Treatment Kirsten Tillisch, MD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","Kirsten Tillisch MD,UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Cyclic Vomiting Syndrome,Vomiting Syndrome,Cyclic Vomiting",28,"Science & Technology","Health,Knowledge",PT22M15S,1335,2d,hd,false,,,https://i.ytimg.com/vi/yMuTBq8SmbY/maxresdefault.jpg,,,,,60878,969,,0,429
1744,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",wPGJN7dv13M,2016-07-26T21:38:24Z,"2016-07-26 21:38:24","NAFLD - Simon W. Beaven, MD, PhD | UCLA Digestive Diseases","NAFLD Simon W. Beaven, MD, PhD UCLA Mellinkoff Gastroenterology and Hepatology Symposium March 10-13, 2016 Learn more about the Division of UCLA Digestive Disease at http://www.gastro.ucla.edu","UCLA Digestive Disease,Gastroentrology,Hepatology,Symposium,Digestive Disease,Simon W. Beaven MD PhD,NAFLD",28,"Science & Technology","Health,Knowledge",PT21M4S,1264,2d,hd,false,,,https://i.ytimg.com/vi/wPGJN7dv13M/maxresdefault.jpg,,,,,2555,30,,0,5
1745,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",BhtSCA78cXQ,2016-07-26T18:25:12Z,"2016-07-26 18:25:12","Ashely Waldman | UCLA Health Employee Spotlight","Ashely Waldman, pediatric occupational therapist, Ronald Reagan UCLA Medical Center, helps pediatric patients regain functions lost due to illness or injury.",,28,"Science & Technology","Health,Knowledge",PT1M24S,84,2d,hd,false,,,https://i.ytimg.com/vi/BhtSCA78cXQ/maxresdefault.jpg,,,,,481,2,,0,0
1746,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",DsjxVvNN_Qw,2016-07-22T00:57:32Z,"2016-07-22 00:57:32","Acoustic Neuroma - 3D Virtual Tour | UCLA Neurosurgery","An Acoustic Neuroma is a tumor found in the area of the brain where the auditory (hearing) nerve enters the bony opening of the skull between the brain and the inner ear. The tumor arises in the vestibular nerve, which is involved in balance, and therefore the proper name is a vestibular schwannoma. These tumors are typically benign. People with Neurofibromatosis Type 2 (NF-2) commonly have acoustic neuromas. Because the treatment of acoustic neuromas is rarely urgent, patients should strongly consider obtaining second opinions prior to undergoing treatment. The chances of a good outcome are increased at larger centers treating a high volume of acoustic neuroma patients. Learn more at http://neurosurgery.ucla.edu","Stereoscopic Acoustic Neuroma,3D Virtual Tour,Acoustic Neuroma,Brain Tumor,UCLA Neurosurgery,vestibular schwannoma,Neurofibromatosis,neuromas,acoustic neuroma patients",28,"Science & Technology","Health,Knowledge",PT23S,23,2d,hd,false,,,https://i.ytimg.com/vi/DsjxVvNN_Qw/maxresdefault.jpg,,,,,13746,36,,0,2
1747,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",1qJH8KzwWpk,2016-07-22T00:57:31Z,"2016-07-22 00:57:31","Spine Fracture - 3D Virtual Tour | UCLA Neurosurgery","Injury to the Spinal Cord can occur due to trauma to any part of the spine from the cranium to the upper lumbar region where the spinal cord terminates. Trauma to the spinal cord is commonly associated with damage to the spine itself. Often, a fracture of the spine occurs in relation to the injured central nervous system tissue. The area where the spinal cord is injured dictates the level of function, as dysfunction develops below that specific level. Spinal cord injuries are classified as either incomplete or complete. Incomplete injuries show preservation of some function below the injured level. Complete injuries are characterized by a total lack of both motor and sensory function in motor-sensory and electrical modalities below the level of the injury. Learn more at http://neurosurgery.ucla.edu","Stereoscopic Spine Fx video,UCLA Neurosurgery,3D Virtual Tour,spinal cord injury,Spine Fracture",28,"Science & Technology",Health,PT25S,25,2d,hd,false,,,https://i.ytimg.com/vi/1qJH8KzwWpk/maxresdefault.jpg,,,,,3971,11,,0,1
1748,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",G5HRkK3Vqns,2016-07-22T00:57:31Z,"2016-07-22 00:57:31","Brain Aneurysm - 3D Virtual Tour | UCLA Neurosurgery","A brain aneurysm is a protruding bubble or sac on a blood vessel caused by a weak spot in the vessel wall that balloons out over time. Learn more at http://neurosurgery.ucla.edu","3D Virtual Tour,Brain Aneurysm,UCLA Neurosurgery,aneurysm",28,"Science & Technology","Health,Knowledge",PT24S,24,2d,hd,false,,,https://i.ytimg.com/vi/G5HRkK3Vqns/maxresdefault.jpg,,,,,3111,6,,0,0
1749,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",JoTXZCfD9CA,2016-07-22T00:57:31Z,"2016-07-22 00:57:31","Arteriovenous Malformation (AVM) - 3D Virtual Tour | UCLA Neurosurgery","An AVM is an abnormal collection of blood vessels where blood from arteries in the brain flows directly into draining veins without the normal capillaries in between. AVMs appear as a ""tangle"" of vessels. Learn more at http://neurosurgery.ucla.edu","Arteriovenous Malformation,AVM,3D Virtual Tour,UCLA Neurosurgery,tangle,of,vessels",28,"Science & Technology","Health,Knowledge",PT25S,25,2d,hd,false,,,,,,,,3074,15,,0,1
1750,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",L9HPX5aXA04,2016-07-22T00:57:31Z,"2016-07-22 00:57:31","Falsiform Meningioma - 3D Virtual Tour | UCLA Neurosurgery","A meningioma is a tumor that arises from a layer of tissue (the meninges) that covers the brain and spine. Learn more at http://neurosurgery.ucla.edu","Sterioscopic Falsiform Meningioma,UCLA Neurosurgery,3D Virtual Tour,meningioma,brain tumor",28,"Science & Technology","Health,Knowledge",PT27S,27,2d,hd,false,,,https://i.ytimg.com/vi/L9HPX5aXA04/maxresdefault.jpg,,,,,1373,4,,0,1
1751,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",bTjtjC2NaUo,2016-07-22T00:57:31Z,"2016-07-22 00:57:31","Pituitary Tumor - 3D Virtual Tour | UCLA Neurosurgery","Pituitary tumors are abnormal growths that develop in the pituitary gland. Learn more at http://neurosurgery.ucla.edu","Stereoscopic Pituitary Tumor,Pituitary Tumor,3D Virtual Tour,UCLA Neurosurgery",28,"Science & Technology","Health,Knowledge",PT25S,25,2d,hd,false,,,https://i.ytimg.com/vi/bTjtjC2NaUo/maxresdefault.jpg,,,,,3074,11,,0,0
1752,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",wcbgD0Nfe3o,2016-07-22T00:57:31Z,"2016-07-22 00:57:31","Cavernous Meningioma - 3D Virtual Tour | UCLA Neurosurgery","A meningioma is a tumor that arises from a layer of tissue (the meninges) that covers the brain and spine. Learn more at http://neurosurgery.ucla.edu","Sterioscopic Cavernous Meningioma,Cavernous Meningioma,UCLA Neurosurgery,3D Virtual Tour,brain tumor,Meningioma",28,"Science & Technology","Health,Knowledge",PT25S,25,2d,hd,false,,,https://i.ytimg.com/vi/wcbgD0Nfe3o/maxresdefault.jpg,,,,,2775,7,,0,1
1753,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",_q6-Y8NJyrk,2016-07-21T03:46:17Z,"2016-07-21 03:46:17","Saving lives, one blood donation at a time. | UCLA Blood & Platelet Center","UCLA Blood & Platelet Center collects approximately 30,000 volunteer whole blood and platelet donations per year. These donations yield 60% or more of the 100,000 blood products that are transfused at Ronald Reagan UCLA Medical Center and UCLA Medical Center, Santa Monica. Every blood and platelet donor is a hero, just like Andrew and Jorge Sincuir, who are profiled in this story. It all comes down to your donation helping to save a life. It's so simple... and yet so incredibly heroic. How many lives will you save? Learn more at http://gotblood.ucla.edu","UCLA Blood & Platelet Center,whole blood,platelet donations,platelet",28,"Science & Technology","Health,Knowledge",PT3M42S,222,2d,hd,true,,en,https://i.ytimg.com/vi/_q6-Y8NJyrk/maxresdefault.jpg,,,,,4343,32,,0,6
1754,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",g5YNf2wNqvU,2016-07-18T20:58:00Z,"2016-07-18 20:58:00","Real Questions | Aortic Imaging | UCLA Aortic Center","I'm told that I'm allergic to dye - can I still have the aortic scan? Learn more at http://aorticcenter.ucla.edu","Aortic Imaging UCLA Aortic Center dye allergy stephen kee md ucla health University Of California,Los Angeles (College/University) ucla radiology",28,"Science & Technology","Health,Knowledge",PT39S,39,2d,hd,false,,,https://i.ytimg.com/vi/g5YNf2wNqvU/maxresdefault.jpg,,,,,74,0,,0,0
1755,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",4A0F_wN6DyM,2016-07-18T20:57:25Z,"2016-07-18 20:57:25","Real Questions | Aortic Imaging | UCLA Aortic Center","I'm worried about the amount of radiation I'll receive. What is the risk? Learn more at http://aorticcenter.ucla.edu","Los Angeles (College/University)",28,"Science & Technology","Health,Knowledge",PT44S,44,2d,hd,false,,,https://i.ytimg.com/vi/4A0F_wN6DyM/maxresdefault.jpg,,,,,69,0,,0,0
1756,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",q5Z3niNFREE,2016-07-18T20:56:45Z,"2016-07-18 20:56:45","Real Questions | Aortic Imaging | UCLA Aortic Center","Can you check out my heart at the same time? Learn more at http://aorticcenter.ucla.edu","aortic imaging ucla aortic center diagnostic radiology stephen kee md University Of California,Los Angeles (College/University)",28,"Science & Technology","Health,Knowledge",PT47S,47,2d,hd,false,,,https://i.ytimg.com/vi/q5Z3niNFREE/maxresdefault.jpg,,,,,68,0,,0,0
1757,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Dx1KZkhEsn8,2016-07-18T20:43:25Z,"2016-07-18 20:43:25","Real Questions | Aortic Imaging | UCLA Aortic Center","How long will my scan take? Learn more at http://aorticcenter.ucla.edu","aortic imaging aortic scan ucla aortic center stephen kee md ucla health University Of California,Los Angeles (College/University)",28,"Science & Technology","Health,Knowledge",PT50S,50,2d,hd,false,,,https://i.ytimg.com/vi/Dx1KZkhEsn8/maxresdefault.jpg,,,,,539,0,,0,0
1758,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",jSf1KI88Zas,2016-07-16T04:17:24Z,"2016-07-16 04:17:24","UCLA Pediatric Genetics – “The Pediatric Predisposition Clinic” | | Kaleidoscope Ball 2016","The UCLA Pediatric Predisposition Clinic offers a multi-disciplinary approach to genetic evaluation and cancer screening, helping to detect cancers early. Learn more at https://uclahealth.org/CDI","Pediatric Genetics,UCLA Pediatric Genetics,Pediatric Predisposition Clinic,Kaleidoscope Ball,cancer screening,genetic evaluation,cancer,UCLA Children's Discovery and Innovation Institute",28,"Science & Technology","Health,Knowledge",PT3M37S,217,2d,hd,false,,,https://i.ytimg.com/vi/jSf1KI88Zas/maxresdefault.jpg,,,,,438,4,,0,1
