Hospital,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
Scripps Memorial Hospital – La Jolla,CABG,Early Stage Skin Cancer,2.0,387.0,0.6906768,As Expected,32.89,-117.22
Tri-City Medical Center,IMI,Mild Asthma,6.0,237.0,2.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Hypertension,4.0,202.0,2.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Scoliosis,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Knee Pain,2.0,144.0,3.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Osteoarthritis,9.0,370.0,2.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,ACL Tear,4.0,196.0,1.8,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Sleep Apnea,0.0,55.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Low Back Pain,15.0,281.0,6.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Migraines,5.0,16.0,27.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Shoulder Impingement,23.0,291.0,7.8,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Insomnia,23.0,63.0,33.5,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Bulimia,51.0,370.0,13.7,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,PSI,Postoperative Sepsis,4.0,881.0,0.56,As Expected,33.18394,-117.29
Tri-City Medical Center,CABG,Early Stage Skin Cancer,1.0,52.0,2.724138,As Expected,33.18,-117.29
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Mild Asthma,4.0,268.0,1.7,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hypertension,13.0,384.0,3.5,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Scoliosis,0.0,90.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Knee Pain,5.0,155.0,1.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Osteoarthritis,26.0,1073.0,2.6,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,ACL Tear,10.0,485.0,1.4,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Sleep Apnea,0.0,14.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Low Back Pain,31.0,472.0,6.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Migraines,8.0,52.0,16.6,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Shoulder Impingement,16.0,348.0,3.2,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Insomnia,18.0,136.0,11.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Bulimia,42.0,536.0,5.6,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,1.0,6.0,10.2,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,0.0,49.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,PSI,Postoperative Sepsis,35.0,5605.0,0.43,As Expected,32.75387,-117.164
Sharp Chula Vista Medical Center,IMI,Mild Asthma,8.0,316.0,3.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hypertension,4.0,266.0,1.3,Better,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Scoliosis,0.0,5.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Knee Pain,2.0,98.0,2.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Osteoarthritis,15.0,841.0,2.6,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,ACL Tear,11.0,300.0,2.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Sleep Apnea,0.0,24.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Low Back Pain,13.0,219.0,5.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Migraines,2.0,8.0,12.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Shoulder Impingement,13.0,299.0,4.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Insomnia,17.0,61.0,23.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Bulimia,32.0,368.0,8.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,1.0,4.0,30.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,PSI,Postoperative Sepsis,5.0,588.0,0.76,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,CABG,Early Stage Skin Cancer,2.0,79.0,3.126609,As Expected,32.62,-117.02
Palomar Medical Center Poway,IMI,Mild Asthma,2.0,112.0,2.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hypertension,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Scoliosis,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Chronic Knee Pain,2.0,64.0,6.4,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Osteoarthritis,8.0,175.0,3.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,ACL Tear,1.0,131.0,0.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Sleep Apnea,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Low Back Pain,4.0,13.0,8.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Chronic Migraines,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Shoulder Impingement,4.0,81.0,3.0,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Insomnia,10.0,12.0,33.3,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Bulimia,15.0,94.0,9.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,PSI,Postoperative Sepsis,1.0,424.0,0.32,As Expected,32.99563,-117.057
Scripps Green Hospital,IMI,Mild Asthma,7.0,189.0,3.1,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Hypertension,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Scoliosis,0.0,16.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Knee Pain,0.0,51.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Osteoarthritis,4.0,109.0,2.3,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,ACL Tear,6.0,173.0,2.4,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Sleep Apnea,0.0,27.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Low Back Pain,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Migraines,0.0,3.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Shoulder Impingement,3.0,62.0,8.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Insomnia,1.0,18.0,13.3,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Bulimia,4.0,83.0,8.2,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Open Unrupture,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Endo Unrupture,1.0,11.0,2.1,As Expected,32.89654,-117.241
Scripps Green Hospital,PSI,Postoperative Sepsis,4.0,3546.0,0.17,Better,32.89654,-117.241
Scripps Memorial Hospital – Encinitas,IMI,Mild Asthma,4.0,301.0,1.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Hypertension,5.0,197.0,3.7,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Scoliosis,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Chronic Knee Pain,3.0,167.0,1.1,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Osteoarthritis,7.0,489.0,1.2,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,ACL Tear,2.0,290.0,1.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Sleep Apnea,0.0,15.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Low Back Pain,10.0,255.0,4.7,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Chronic Migraines,0.0,6.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Shoulder Impingement,2.0,165.0,1.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Insomnia,4.0,40.0,11.9,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Bulimia,6.0,211.0,4.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Open Unrupture,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,PSI,Postoperative Sepsis,0.0,969.0,0.0,As Expected,33.0363,-117.284
UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,CABG,Early Stage Skin Cancer,2.0,156.0,1.741353,As Expected,32.88,-117.23
Alvarado Hospital Medical Center,IMI,Chronic Knee Pain,1.0,23.0,3.1,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Mild Asthma,11.0,283.0,3.5,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Scoliosis,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Hypertension,2.0,82.0,1.8,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Osteoarthritis,6.0,189.0,2.5,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,ACL Tear,1.0,100.0,0.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Sleep Apnea,0.0,3.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Chronic Migraines,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Shoulder Impingement,2.0,50.0,5.4,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Insomnia,1.0,7.0,20.2,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Bulimia,3.0,58.0,7.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Low Back Pain,5.0,124.0,5.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.77664,-117.057
Sharp Coronado Hospital and Healthcare Center,IMI,ACL Tear,3.0,54.0,7.5,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Scoliosis,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Insomnia,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Mild Asthma,7.0,91.0,7.4,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Hypertension,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Chronic Knee Pain,1.0,24.0,5.7,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Osteoarthritis,0.0,38.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Sleep Apnea,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Chronic Migraines,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Shoulder Impingement,1.0,23.0,5.1,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Bulimia,2.0,24.0,15.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Low Back Pain,0.0,3.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Open Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Endo Unrupture,,,,,32.69427,-117.168
Sharp Memorial Hospital,IMI,Chronic Knee Pain,6.0,280.0,1.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Chronic Migraines,3.0,6.0,36.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Mild Asthma,33.0,676.0,5.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Scoliosis,0.0,20.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Hypertension,16.0,360.0,4.5,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Osteoarthritis,14.0,661.0,2.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,ACL Tear,9.0,400.0,2.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Sleep Apnea,0.0,17.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Shoulder Impingement,26.0,435.0,6.8,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Insomnia,17.0,84.0,23.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Bulimia,46.0,525.0,11.3,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,Low Back Pain,17.0,357.0,6.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Open Unrupture,,,,,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Endo Unrupture,0.0,14.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,CABG,Early Stage Skin Cancer,2.0,56.0,4.476694,As Expected,32.8,-117.16
Grossmont Hospital,IMI,Insomnia,35.0,110.0,24.9,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Scoliosis,0.0,17.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,ACL Tear,10.0,385.0,2.1,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Mild Asthma,47.0,820.0,7.3,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Hypertension,15.0,364.0,5.1,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Chronic Knee Pain,3.0,164.0,1.9,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Osteoarthritis,13.0,692.0,2.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Sleep Apnea,0.0,33.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Chronic Migraines,14.0,38.0,32.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Shoulder Impingement,36.0,539.0,6.8,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Bulimia,85.0,687.0,11.5,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Low Back Pain,19.0,324.0,6.9,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Open Unrupture,,,,,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,CABG,Early Stage Skin Cancer,2.0,59.0,3.332307,As Expected,32.78,-117.01
Kaiser Foundation Hospital – San Diego – Zion,IMI,Chronic Knee Pain,11.0,448.0,2.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Chronic Migraines,5.0,24.0,46.5,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Mild Asthma,28.0,609.0,5.1,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Scoliosis,1.0,16.0,8.5,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Hypertension,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Osteoarthritis,24.0,778.0,3.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,ACL Tear,2.0,268.0,1.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Sleep Apnea,0.0,43.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Shoulder Impingement,24.0,326.0,7.9,Worse,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Insomnia,14.0,105.0,17.6,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Bulimia,43.0,455.0,11.2,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Low Back Pain,9.0,104.0,8.6,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Open Unrupture,0.0,4.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Endo Unrupture,0.0,37.0,0.0,As Expected,32.79287,-117.094
Scripps Mercy Hospital,IMI,Scoliosis,1.0,16.0,,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,ACL Tear,15.0,516.0,2.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Mild Asthma,51.0,843.0,6.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Hypertension,1.0,218.0,0.5,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Chronic Knee Pain,2.0,250.0,0.8,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Osteoarthritis,23.0,958.0,2.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Sleep Apnea,0.0,24.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Chronic Migraines,5.0,9.0,27.6,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Shoulder Impingement,10.0,413.0,2.5,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Insomnia,32.0,135.0,21.9,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Bulimia,47.0,557.0,7.7,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Low Back Pain,17.0,336.0,4.3,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Open Unrupture,,,,,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,CABG,Early Stage Skin Cancer,2.0,51.0,5.306616,As Expected,32.75,-117.16
Palomar Health Downtown Campus,IMI,Chronic Migraines,6.0,15.0,34.4,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Chronic Knee Pain,5.0,244.0,2.1,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Mild Asthma,43.0,656.0,8.5,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Scoliosis,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Hypertension,19.0,320.0,6.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Osteoarthritis,28.0,613.0,4.6,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,ACL Tear,12.0,442.0,3.1,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Sleep Apnea,0.0,70.0,0.0,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Shoulder Impingement,43.0,404.0,10.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Insomnia,32.0,124.0,27.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Bulimia,81.0,543.0,14.8,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Low Back Pain,28.0,408.0,6.7,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Open Unrupture,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,CABG,Early Stage Skin Cancer,4.0,66.0,7.182851,As Expected,33.13,-117.08
Paradise Valley Hospital,IMI,ACL Tear,0.0,79.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Scoliosis,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Mild Asthma,12.0,266.0,4.1,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Hypertension,0.0,31.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Chronic Knee Pain,0.0,17.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Osteoarthritis,2.0,201.0,1.2,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Sleep Apnea,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Chronic Migraines,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Shoulder Impingement,1.0,45.0,4.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Insomnia,3.0,14.0,25.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Bulimia,4.0,59.0,9.7,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Low Back Pain,1.0,41.0,3.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Open Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Endo Unrupture,,,,,32.68632,-117.083
Scripps Memorial Hospital – La Jolla,IMI,Chronic Migraines,19.0,57.0,34.1,Worse,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Chronic Knee Pain,5.0,215.0,2.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Mild Asthma,25.0,360.0,7.6,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Scoliosis,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Hypertension,23.0,847.0,2.7,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Osteoarthritis,27.0,709.0,2.8,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,ACL Tear,4.0,306.0,1.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Sleep Apnea,0.0,21.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Shoulder Impingement,30.0,357.0,6.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Insomnia,25.0,112.0,21.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Bulimia,74.0,526.0,10.6,Worse,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Low Back Pain,33.0,749.0,4.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Open Unrupture,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,CABG,Early Stage Skin Cancer,1.0,298.0,0.3590226,Better,32.89,-117.22
Tri-City Medical Center,IMI,ACL Tear,8.0,185.0,3.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Scoliosis,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,Mild Asthma,29.0,455.0,6.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Hypertension,4.0,165.0,2.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Knee Pain,1.0,123.0,0.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Osteoarthritis,8.0,287.0,2.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Sleep Apnea,0.0,46.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Migraines,6.0,6.0,51.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Shoulder Impingement,13.0,222.0,5.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Insomnia,22.0,55.0,33.7,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Bulimia,41.0,283.0,13.4,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Low Back Pain,17.0,208.0,7.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,CABG,Early Stage Skin Cancer,3.0,34.0,9.074919,As Expected,33.18,-117.29
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Migraines,5.0,50.0,11.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Knee Pain,2.0,174.0,1.2,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Mild Asthma,30.0,858.0,3.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Scoliosis,2.0,81.0,2.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hypertension,9.0,319.0,3.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Osteoarthritis,18.0,991.0,1.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,ACL Tear,10.0,503.0,1.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Sleep Apnea,0.0,34.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Shoulder Impingement,10.0,355.0,2.1,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Insomnia,16.0,113.0,14.3,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Bulimia,31.0,518.0,4.8,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Low Back Pain,13.0,320.0,3.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,0.0,3.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,1.0,36.0,1.6,As Expected,32.75387,-117.164
Sharp Chula Vista Medical Center,IMI,Insomnia,14.0,52.0,25.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Scoliosis,1.0,3.0,3.7,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,ACL Tear,8.0,294.0,2.7,As Expected,32.61909,-117.024
