Hospital,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
Scripps Memorial Hospital – La Jolla,IMI,Hip Fracture,3.0,212.0,1.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Heart Failure,30.0,796.0,2.7,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,GI Hemorrhage,8.0,325.0,2.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Carotid Endarterectomy,0.0,19.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AMI,46.0,834.0,6.8,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Subarachnoid,10.0,67.0,17.8,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Ischemic,26.0,338.0,6.2,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Hemorrhagic,22.0,93.0,23.4,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke,58.0,498.0,9.6,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Open Unrupture,0.0,5.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,PSI,Postoperative Sepsis,15.0,3358.0,0.44,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,CABG,Isolated CABG Operative Mor,2.0,387.0,0.6906768,As Expected,32.89,-117.22
Tri-City Medical Center,IMI,Pneumonia,6.0,237.0,2.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,PCI,4.0,202.0,2.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Pancreatic Resection,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,Hip Fracture,2.0,144.0,3.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Heart Failure,9.0,370.0,2.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,GI Hemorrhage,4.0,196.0,1.8,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Carotid Endarterectomy,0.0,55.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AMI,15.0,281.0,6.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Subarachnoid,5.0,16.0,27.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Ischemic,23.0,291.0,7.8,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Hemorrhagic,23.0,63.0,33.5,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke,51.0,370.0,13.7,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,PSI,Postoperative Sepsis,4.0,881.0,0.56,As Expected,33.18394,-117.29
Tri-City Medical Center,CABG,Isolated CABG Operative Mor,1.0,52.0,2.724138,As Expected,33.18,-117.29
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pneumonia,4.0,268.0,1.7,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,PCI,13.0,384.0,3.5,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pancreatic Resection,0.0,90.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hip Fracture,5.0,155.0,1.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Heart Failure,26.0,1073.0,2.6,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,GI Hemorrhage,10.0,485.0,1.4,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Carotid Endarterectomy,0.0,14.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AMI,31.0,472.0,6.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Subarachnoid,8.0,52.0,16.6,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Ischemic,16.0,348.0,3.2,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Hemorrhagic,18.0,136.0,11.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke,42.0,536.0,5.6,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,1.0,6.0,10.2,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,0.0,49.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,PSI,Postoperative Sepsis,35.0,5605.0,0.43,As Expected,32.75387,-117.164
Sharp Chula Vista Medical Center,IMI,Pneumonia,8.0,316.0,3.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,PCI,4.0,266.0,1.3,Better,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Pancreatic Resection,0.0,5.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hip Fracture,2.0,98.0,2.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Heart Failure,15.0,841.0,2.6,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,GI Hemorrhage,11.0,300.0,2.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Carotid Endarterectomy,0.0,24.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AMI,13.0,219.0,5.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Subarachnoid,2.0,8.0,12.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Ischemic,13.0,299.0,4.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Hemorrhagic,17.0,61.0,23.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke,32.0,368.0,8.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,1.0,4.0,30.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,PSI,Postoperative Sepsis,5.0,588.0,0.76,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,CABG,Isolated CABG Operative Mor,2.0,79.0,3.126609,As Expected,32.62,-117.02
Palomar Medical Center Poway,IMI,Pneumonia,2.0,112.0,2.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,PCI,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Pancreatic Resection,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hip Fracture,2.0,64.0,6.4,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Heart Failure,8.0,175.0,3.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,GI Hemorrhage,1.0,131.0,0.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Carotid Endarterectomy,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AMI,4.0,13.0,8.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Subarachnoid,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Ischemic,4.0,81.0,3.0,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Hemorrhagic,10.0,12.0,33.3,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke,15.0,94.0,9.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,PSI,Postoperative Sepsis,1.0,424.0,0.32,As Expected,32.99563,-117.057
Scripps Green Hospital,IMI,Pneumonia,7.0,189.0,3.1,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,PCI,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Pancreatic Resection,0.0,16.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Hip Fracture,0.0,51.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Heart Failure,4.0,109.0,2.3,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,GI Hemorrhage,6.0,173.0,2.4,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Carotid Endarterectomy,0.0,27.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,AMI,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Ischemic,3.0,62.0,8.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Hemorrhagic,1.0,18.0,13.3,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke,4.0,83.0,8.2,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Open Unrupture,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Endo Unrupture,1.0,11.0,2.1,As Expected,32.89654,-117.241
Scripps Green Hospital,PSI,Postoperative Sepsis,4.0,3546.0,0.17,Better,32.89654,-117.241
Scripps Memorial Hospital – Encinitas,IMI,Pneumonia,4.0,301.0,1.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,PCI,5.0,197.0,3.7,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Pancreatic Resection,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Hip Fracture,3.0,167.0,1.1,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Heart Failure,7.0,489.0,1.2,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,GI Hemorrhage,2.0,290.0,1.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Carotid Endarterectomy,0.0,15.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AMI,10.0,255.0,4.7,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Subarachnoid,0.0,6.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Ischemic,2.0,165.0,1.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Hemorrhagic,4.0,40.0,11.9,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke,6.0,211.0,4.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Open Unrupture,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,PSI,Postoperative Sepsis,0.0,969.0,0.0,As Expected,33.0363,-117.284
UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,CABG,Isolated CABG Operative Mor,2.0,156.0,1.741353,As Expected,32.88,-117.23
Alvarado Hospital Medical Center,IMI,Hip Fracture,1.0,23.0,3.1,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Pneumonia,11.0,283.0,3.5,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Pancreatic Resection,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,PCI,2.0,82.0,1.8,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Heart Failure,6.0,189.0,2.5,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,GI Hemorrhage,1.0,100.0,0.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Carotid Endarterectomy,0.0,3.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Subarachnoid,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Ischemic,2.0,50.0,5.4,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Hemorrhagic,1.0,7.0,20.2,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke,3.0,58.0,7.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AMI,5.0,124.0,5.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.77664,-117.057
Sharp Coronado Hospital and Healthcare Center,IMI,GI Hemorrhage,3.0,54.0,7.5,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Pancreatic Resection,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Hemorrhagic,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Pneumonia,7.0,91.0,7.4,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,PCI,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Hip Fracture,1.0,24.0,5.7,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Heart Failure,0.0,38.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Carotid Endarterectomy,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Subarachnoid,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Ischemic,1.0,23.0,5.1,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke,2.0,24.0,15.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AMI,0.0,3.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Open Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Endo Unrupture,,,,,32.69427,-117.168
Sharp Memorial Hospital,IMI,Hip Fracture,6.0,280.0,1.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Subarachnoid,3.0,6.0,36.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Pneumonia,33.0,676.0,5.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Pancreatic Resection,0.0,20.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,PCI,16.0,360.0,4.5,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Heart Failure,14.0,661.0,2.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,GI Hemorrhage,9.0,400.0,2.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Carotid Endarterectomy,0.0,17.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Ischemic,26.0,435.0,6.8,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Hemorrhagic,17.0,84.0,23.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke,46.0,525.0,11.3,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,AMI,17.0,357.0,6.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Open Unrupture,,,,,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Endo Unrupture,0.0,14.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,CABG,Isolated CABG Operative Mor,2.0,56.0,4.476694,As Expected,32.8,-117.16
Grossmont Hospital,IMI,Acute Stroke Hemorrhagic,35.0,110.0,24.9,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Pancreatic Resection,0.0,17.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,GI Hemorrhage,10.0,385.0,2.1,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Pneumonia,47.0,820.0,7.3,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,PCI,15.0,364.0,5.1,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Hip Fracture,3.0,164.0,1.9,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Heart Failure,13.0,692.0,2.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Carotid Endarterectomy,0.0,33.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Subarachnoid,14.0,38.0,32.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Ischemic,36.0,539.0,6.8,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke,85.0,687.0,11.5,Worse,32.77963,-117.009
Grossmont Hospital,IMI,AMI,19.0,324.0,6.9,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Open Unrupture,,,,,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,CABG,Isolated CABG Operative Mor,2.0,59.0,3.332307,As Expected,32.78,-117.01
Kaiser Foundation Hospital – San Diego – Zion,IMI,Hip Fracture,11.0,448.0,2.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Subarachnoid,5.0,24.0,46.5,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Pneumonia,28.0,609.0,5.1,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Pancreatic Resection,1.0,16.0,8.5,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,PCI,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Heart Failure,24.0,778.0,3.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,GI Hemorrhage,2.0,268.0,1.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Carotid Endarterectomy,0.0,43.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Ischemic,24.0,326.0,7.9,Worse,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Hemorrhagic,14.0,105.0,17.6,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke,43.0,455.0,11.2,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AMI,9.0,104.0,8.6,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Open Unrupture,0.0,4.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Endo Unrupture,0.0,37.0,0.0,As Expected,32.79287,-117.094
Scripps Mercy Hospital,IMI,Pancreatic Resection,1.0,16.0,,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,GI Hemorrhage,15.0,516.0,2.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Pneumonia,51.0,843.0,6.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,PCI,1.0,218.0,0.5,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Hip Fracture,2.0,250.0,0.8,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Heart Failure,23.0,958.0,2.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Carotid Endarterectomy,0.0,24.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Subarachnoid,5.0,9.0,27.6,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Ischemic,10.0,413.0,2.5,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Hemorrhagic,32.0,135.0,21.9,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke,47.0,557.0,7.7,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,AMI,17.0,336.0,4.3,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Open Unrupture,,,,,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,CABG,Isolated CABG Operative Mor,2.0,51.0,5.306616,As Expected,32.75,-117.16
Palomar Health Downtown Campus,IMI,Acute Stroke Subarachnoid,6.0,15.0,34.4,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Hip Fracture,5.0,244.0,2.1,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Pneumonia,43.0,656.0,8.5,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Pancreatic Resection,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,PCI,19.0,320.0,6.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Heart Failure,28.0,613.0,4.6,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,GI Hemorrhage,12.0,442.0,3.1,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Carotid Endarterectomy,0.0,70.0,0.0,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Acute Stroke Ischemic,43.0,404.0,10.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Acute Stroke Hemorrhagic,32.0,124.0,27.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Acute Stroke,81.0,543.0,14.8,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AMI,28.0,408.0,6.7,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Open Unrupture,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,CABG,Isolated CABG Operative Mor,4.0,66.0,7.182851,As Expected,33.13,-117.08
Paradise Valley Hospital,IMI,GI Hemorrhage,0.0,79.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Pancreatic Resection,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Pneumonia,12.0,266.0,4.1,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,PCI,0.0,31.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Hip Fracture,0.0,17.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Heart Failure,2.0,201.0,1.2,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Carotid Endarterectomy,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Subarachnoid,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Ischemic,1.0,45.0,4.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Hemorrhagic,3.0,14.0,25.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke,4.0,59.0,9.7,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AMI,1.0,41.0,3.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Open Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Endo Unrupture,,,,,32.68632,-117.083
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Subarachnoid,19.0,57.0,34.1,Worse,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Hip Fracture,5.0,215.0,2.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Pneumonia,25.0,360.0,7.6,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Pancreatic Resection,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,PCI,23.0,847.0,2.7,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Heart Failure,27.0,709.0,2.8,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,GI Hemorrhage,4.0,306.0,1.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Carotid Endarterectomy,0.0,21.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Ischemic,30.0,357.0,6.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Hemorrhagic,25.0,112.0,21.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke,74.0,526.0,10.6,Worse,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AMI,33.0,749.0,4.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Open Unrupture,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,CABG,Isolated CABG Operative Mor,1.0,298.0,0.3590226,Better,32.89,-117.22
Tri-City Medical Center,IMI,GI Hemorrhage,8.0,185.0,3.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Pancreatic Resection,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,Pneumonia,29.0,455.0,6.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,PCI,4.0,165.0,2.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Hip Fracture,1.0,123.0,0.6,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Heart Failure,8.0,287.0,2.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Carotid Endarterectomy,0.0,46.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Subarachnoid,6.0,6.0,51.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Ischemic,13.0,222.0,5.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Hemorrhagic,22.0,55.0,33.7,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke,41.0,283.0,13.4,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,AMI,17.0,208.0,7.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,CABG,Isolated CABG Operative Mor,3.0,34.0,9.074919,As Expected,33.18,-117.29
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Subarachnoid,5.0,50.0,11.5,Better,32.75387,-117.164
